Target,R2,MAE,RMSE,Bias
NO2_target,0.8518046954803938,5.786950966714981,9.70900278039784,-0.18124519668802438
O3_target,0.9063292912658297,5.806175070409482,10.10967740454846,-0.5874006532848288
